out,in,coil,state
43.87864925244776,8.369214467147275,-25.35176903594211,0
31.87864925244776,-35.63078553285273,-23.35176903594211,0
10.87864925244776,37.36921446714727,44.648230964057895,0
-64.12135074755224,-45.63078553285273,-76.35176903594211,0
-114.12135074755224,-46.63078553285273,-25.35176903594211,0
-79.12135074755224,-64.63078553285273,-16.35176903594211,0
-28.12135074755224,-27.630785532852727,-104.35176903594211,0
18.87864925244776,-45.63078553285273,-19.35176903594211,0
41.87864925244776,-45.63078553285273,-61.351769035942105,0
-22.12135074755224,-75.63078553285273,-64.35176903594211,0
15.87864925244776,29.369214467147273,-0.3517690359421074,0
14.87864925244776,9.369214467147275,-101.35176903594211,0
15.87864925244776,-114.63078553285273,4.648230964057893,0
48.87864925244776,-84.63078553285273,-42.351769035942105,0
-68.12135074755224,-11.630785532852725,-69.35176903594211,0
-18.12135074755224,-51.63078553285273,46.648230964057895,0
-107.12135074755224,-26.630785532852727,-72.35176903594211,0
22.87864925244776,-63.63078553285273,2.6482309640578925,0
-114.12135074755224,-71.63078553285273,-0.3517690359421074,0
11.87864925244776,-103.63078553285273,0.6482309640578926,0
-39.12135074755224,-82.63078553285273,-43.351769035942105,0
-75.12135074755224,-47.63078553285273,41.648230964057895,0
22.87864925244776,-82.63078553285273,-26.35176903594211,0
41.87864925244776,-102.63078553285273,53.648230964057895,0
-58.12135074755224,-83.63078553285273,-45.351769035942105,0
-89.12135074755224,-92.63078553285273,-101.35176903594211,0
-37.12135074755224,-104.63078553285273,54.648230964057895,0
-48.12135074755224,-107.63078553285273,-21.35176903594211,0
-33.12135074755224,-110.63078553285273,-33.351769035942105,0
14.87864925244776,8.369214467147275,-94.35176903594211,0
-101.12135074755224,58.36921446714727,-80.35176903594211,0
33.87864925244776,-17.630785532852727,19.64823096405789,0
-12.12135074755224,-11.630785532852725,-18.35176903594211,0
-108.12135074755224,4.369214467147274,51.648230964057895,0
-27.12135074755224,42.36921446714727,-5.351769035942107,0
-110.12135074755224,30.369214467147273,-67.35176903594211,0
-23.12135074755224,-65.63078553285273,-89.35176903594211,0
32.87864925244776,-40.63078553285273,-48.351769035942105,0
-82.12135074755224,-59.63078553285273,30.64823096405789,0
-42.12135074755224,-56.63078553285273,-47.351769035942105,0
-91.12135074755224,-58.63078553285273,-103.35176903594211,0
-108.12135074755224,59.36921446714727,65.64823096405789,0
-105.12135074755224,35.36921446714727,38.648230964057895,0
-23.12135074755224,-76.63078553285273,15.648230964057893,0
-74.12135074755224,25.369214467147273,-62.351769035942105,0
-76.12135074755224,-49.63078553285273,27.64823096405789,0
-42.12135074755224,-55.63078553285273,0.6482309640578926,0
-31.12135074755224,16.369214467147273,-3.3517690359421075,0
-12.12135074755224,21.369214467147273,-0.3517690359421074,0
36.87864925244776,-29.630785532852727,-86.35176903594211,0
-65.12135074755224,-61.63078553285273,-87.35176903594211,0
-94.12135074755224,19.369214467147273,-1.3517690359421075,0
-5.12135074755224,-23.630785532852727,-86.35176903594211,0
-86.12135074755224,32.36921446714727,-56.351769035942105,0
-36.12135074755224,6.369214467147274,21.64823096405789,0
-10.12135074755224,-77.63078553285273,37.648230964057895,0
30.87864925244776,33.36921446714727,-68.35176903594211,0
-25.12135074755224,-81.63078553285273,55.648230964057895,0
-41.12135074755224,-81.63078553285273,58.648230964057895,0
-25.12135074755224,-13.630785532852725,4.648230964057893,0
1.8786492524477598,23.369214467147273,-24.35176903594211,0
-84.12135074755224,-17.630785532852727,-17.35176903594211,0
